tags,ave_area,x_min,median_aspect_ratio,max_aspect_ratio,publish_time,title,PWN,orientable,num_geometric_degenerated_faces,max_dihedral_angle,category,p25_aspect_ratio,num_complanar_intersecting_faces,total_area,ave_dihedral_angle,num_connected_components,p95_dihedral_angle,vertex_manifold,median_valance,license,max_valance,median_dihedral_angle,num_vertices,min_valance,stl_file,min_aspect_ratio,euler_characteristic,z_max,num_boundary_edges,x_max,thing_id,num_combinatorial_degenerated_faces,y_min,p25_area,p25_dihedral_angle,p75_aspect_ratio,p95_aspect_ratio,p90_area,edge_manifold,y_max,p90_aspect_ratio,subcategory,p75_valance,min_dihedral_angle,num_duplicated_faces,link,p25_valance,max_area,min_area,p95_area,solid,p90_valance,z_min,ave_valance,ave_aspect_ratio,p75_dihedral_angle,num_self_intersections,author,num_faces,p75_area,median_area,img_file,p90_dihedral_angle,json_file,p95_valance
"['battery', 'CatchTheWind', 'fan', 'gears', 'gravity', 'turbine', 'wind']",373.475,-34.11223602294922,5.95689,9.55626,2015-08-02T19:12:40,Wind Energy Stored In Gravity ,1,1,,1.66029,learning,1.84483,,5975.6,0.916298,1,1.5708,1,5.0,Creative Commons - Attribution - Share Alike,6.0,1.52605,10,4.0,1505031.stl,1.27745,2,-63.86005401611328,,95.88776397705078,952564,,30.774932861328125,44.1061,,9.48643,9.55626,746.572,1,30.774932861328125,9.55626,engineering,5.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/ed/d3/26/9b/87/base4.STL,4.25,783.134,17.5,783.134,1,5.1,-70.86005401611328,4.8,5.73373,1.5708,,hyperplanemike,16,522.217,455.0,1505031.png,1.5708,1505031.json,5.55
"['cable', 'cable_spool', 'reel']",1.08105,29.697208404541016,8.00655,157241.0,2014-08-13T15:18:14,Cable Spool ,1,1,,2.12484,household,4.94265,,12568.3,0.189626,1,1.5708,1,6.0,Creative Commons - Attribution,35.0,0.0668485,5801,3.0,736023.stl,1.00675,-12,88.18927764892578,,32.74806594848633,427024,,22.202404022216797,0.140986,1.45512e-05,18.8046,22.5652,2.70654,1,22.21000099182129,18.8963,organization,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/07/f6/55/72/59/Cable_Spool-_low_B.STL,6.0,88.3757,0.000581931,6.31104,1,7.0,87.16131591796875,6.01241,55.5845,0.163562,,cheewee2000,11626,0.252257,0.149458,736023.png,0.174631,736023.json,7.0
"['majesty', 'ornament', 'sketchup', 'slot', 'toy', 'Unicorn']",2.16697,8.604133605957031,10.7943,17691300.0,2012-06-03T04:28:31,Majestic Unicorn ,1,1,,1.76715,models,5.54044,,1802.92,0.546514,1,1.5708,1,5.0,Creative Commons - Attribution - Non-Commercial,21.0,0.00631745,418,4.0,73086.stl,1.08868,2,4.0,,9.630921363830566,23972,,25.79229736328125,0.264987,,21.4829,251.4,6.35102,1,26.511783599853516,89.6816,creatures,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/d0/85/d4/19/10/unicorn-front-straight-leg.stl,5.0,51.9874,0.0011373,10.077,1,8.0,-1.2689849510278718e-14,5.97129,43344.8,1.5708,,jenny,832,1.20789,0.429399,73086.png,1.5708,73086.json,12.0
"['ABS', 'art_case', 'bot', 'drawing_machine', 'Polargraph']",5.15153,-87.63555908203125,3.95302,85899700.0,2012-08-14T14:20:26,PolargraphSD Case ,1,1,,2.0944,art,1.58395,,16340.7,0.446588,3,1.5708,1,6.0,Creative Commons - Attribution,25.0,0.123566,1582,3.0,84915.stl,1.0,-4,10.071573257446289,,-87.43038177490234,28516,,-4.097238063812256,0.184537,,10.2424,114.988,7.90938,1,-4.047863006591797,45.4915,art-tools,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/8a/6f/af/be/8d/parts3-5.STL,6.0,375.343,9.15531e-06,24.5854,1,7.0,10.071573257446289,6.01517,29315.0,0.787302,,euphy,3172,1.43807,0.479789,84915.png,1.5708,84915.json,8.0
"['cartoon', 'frank', 'toy']",1.78653,16.181259155273438,1.4855,2723410000000.0,2012-04-07T04:52:07,Pushpaw & Pupshaw ,,,,3.14159,models,1.30537,56,17200.7,0.286393,2,1.5708,,6.0,Creative Commons - Attribution - Share Alike,36.0,0.0577761,4707,3.0,65526.stl,1.00226,13,1.8020000457763672,1,16.835979461669922,20959,,4.386170864105225,0.197061,8.6787e-06,2.90142,55.9502,1.29849,,4.81544303894043,14.9139,creatures,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/12/b3/25/37/87/pnp.stl,6.0,376.397,1.09e-06,2.935,,7.0,1.190000057220459,6.0854,283346000.0,0.261078,193,bobtato,9628,0.421339,0.259761,65526.png,1.5708,65526.json,8.0
"['atom', 'bohr', 'chemistry', 'customizer', 'electron', 'electron_configuration', 'gimbal', 'periodic_table', 'physics']",0.231347,-17.0,1.29512,528050000000000.0,2013-07-08T14:53:23,Customizable Atom Deluxe (every element preconfigured) ,1,1,,3.14159,learning,1.21225,6,57036.3,0.108084,8,0.090371,1,6.0,Creative Commons - Attribution,139.0,0.0641894,123246,3.0,325174.stl,1.00105,-24,3.0,,-16.863399505615234,114247,,-1.5238699913024902,0.00632857,0.000320259,2.03224,14.3705,0.0693726,1,,10.3368,physics-and-astronomy,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/6f/47/b3/27/e4/089_-_Ac_-_Actinium.stl,6.0,53.3487,8.34318e-17,0.546046,,6.0,1.4761300086975098,6.00117,11185800000.0,0.0896823,18,roman_hegglin,246540,0.0155243,0.0121256,325174.png,0.0899538,325174.json,6.0
['mechanical_computer'],9.87246,120.6500015258789,11.9449,3425.75,2013-06-09T16:55:54,The Turbo Entabulator - a 3D-printable  fully mechanical computer ,1,1,,1.5708,learning,11.2996,,9793.48,0.546823,1,1.5708,1,5.0,Creative Commons - Public Domain Dedication,41.0,,486,4.0,217016.stl,1.14435,-10,10.15999984741211,,120.6500015258789,101105,,26.670000076293945,0.697368,,21.825,209.411,10.304,1,27.658567428588867,73.1987,engineering,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/7c/ef/16/f1/8d/cylinder_catch_frame.STL,5.0,558.709,0.0265937,16.7742,1,7.0,5.366693019866943,6.12346,65.7225,1.5708,,chris,992,1.57445,1.12178,217016.png,1.5708,217016.json,12.0
"['decor', 'design', 'garden', 'gardening', 'indoor_garden', 'interior_design', 'plant', 'planter', 'planters', 'plants', 'plant_pot', 'plant_pots', 'plant_stand', 'plant_watering', 'pot', 'urban_gardening', 'watering']",4.02827,120.50373840332031,6.52201,220675.0,2015-07-02T22:32:13,Self-Watering Planter (Small) ,1,1,,1.9883,household,2.53606,,77777.8,0.127898,1,0.290924,1,6.0,Attribution - Non-Commercial - No Derivatives,72.0,0.0668957,9654,3.0,1435440.stl,1.00131,,65.79631042480469,,123.67813110351562,903411,,57.53607940673828,0.0964296,0.00014091,8.98692,37.0256,4.75746,1,60.24189376831055,15.6567,,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/f0/6e/fd/c0/0b/small-planter-reservoir.STL,6.0,130.453,3.30766e-05,28.8543,1,7.0,39.29375457763672,6.0,91.4798,0.147588,,parallelgoods,19308,1.22037,0.467686,1435440.png,0.168758,1435440.json,7.0
"['Allen_Wrench', 'customizer', 'handle', 'hex', 'key', 'wrench']",3.79183,-12.5,4.68412,984814000000000.0,2013-09-16T01:48:48,Handle for Allen/Hex Wrench/Key ,1,1,2,2.98393,tools,1.4612,,7121.07,0.343602,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,48.0,0.0924511,933,3.0,293819.stl,1.03697,-6,50.0,,-12.346099853515625,151461,,,0.36116,1.24397e-05,47.662,820.963,11.6667,1,1.955430030822754,190.469,hand-tools,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/92/d7/8d/9b/0f/4.5_Hex_Wrench_Handle.stl,5.0,196.689,,16.9077,,8.0,5.0,6.03859,1188650000000.0,0.290612,28,JohnSL,1878,2.45803,1.00267,293819.png,1.28019,293819.json,9.0
"['arduino', 'raspberry']",4.09688,1295.2705078125,9.90404,252859000000.0,2012-12-23T16:38:59,Pi Command Center ,1,1,34,3.14159,hobby,4.17697,155,28760.1,0.563494,10,1.57082,1,5.0,Creative Commons - Attribution - Share Alike,76.0,0.000312641,3486,3.0,110716.stl,1.00886,-24,680.8052368164062,,1295.2705078125,38965,,-235.865966796875,0.0984116,,44.1323,2086.81,4.01361,1,-232.13168334960938,436.352,electronics,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/d8/ce/24/e5/b9/Pi_top_left.stl,5.0,1137.94,,8.43235,,8.0,679.9923706054688,6.04131,153280000.0,1.57079,3701,adafruit,7020,1.56296,0.352282,110716.png,1.5708,110716.json,11.0
"['3D', 'featured', 'jewelry', 'ring']",3.88606,-13.763184547424316,9.88774,294240.0,2011-10-31T20:29:47,Ring Adapter For Lapel Button ,1,1,,1.74533,None,5.99831,,2906.78,0.503096,1,1.69389,1,5.0,Creative Commons - Attribution,66.0,0.06283,374,3.0,42844.stl,1.06848,,5.311499118804932,,-12.79957389831543,13143,,,1.16308,2.46925e-07,23.2663,242.902,6.4453,1,0.8476719856262207,85.077,None,5.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/cd/a4/c4/f0/a6/button-ring.stl,5.0,120.451,0.0153396,9.45372,1,6.0,,6.0,908.932,1.41545,,degroof,748,3.538,2.42883,42844.png,1.5708,42844.json,10.0
"['4-8-8-4', 'Locomotive', 'railroad', 'scale_model', 'Steam_Locomotive', 'steam_train', 'Union_Pacific']",10.5177,173.44418334960938,6.56597,96310.7,2014-02-27T19:59:32,4-8-8-4 Big Boy Locomotive ,1,1,,2.35619,models,1.96892,,12999.8,0.566058,1,1.5708,1,5.0,Creative Commons - Attribution,29.0,0.0393301,620,3.0,472137.stl,1.01279,2,1.2700501680374146,,174.22093200683594,259005,,54.0711669921875,0.0905095,,21.9086,146.656,10.4838,1,76.20004272460938,48.3536,vehicles,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/bc/5b/3a/04/55/Bumper_Step.STL,5.0,421.21,0.000201964,37.457,1,8.0,1.2700501680374146,5.98065,229.351,1.5708,,MakerBot,1236,2.03448,0.267841,472137.png,1.5708,472137.json,10.0
,0.0362879,14.926197052001953,1.42288,2045590.0,2013-12-02T16:48:48,Snowman Ornaments ,1,1,,3.14159,household,1.18464,8,7914.25,0.236878,1,0.949256,,6.0,Creative Commons - Attribution,37.0,0.0845788,109036,2.0,364897.stl,1.0,-3,50.70610427856445,,15.474178314208984,194566,,-7.13757848739624,0.00291937,0.025813,2.48836,11.0198,0.091822,,-6.4997172355651855,5.59841,decor,7.0,,4,https://thingiverse-production-new.s3.amazonaws.com/assets/61/64/1b/be/ca/snowman_ornament.stl,5.0,12.2855,1.45446e-05,0.193775,,8.0,50.083030700683594,6.0005,58.7218,0.332559,104,MakerBot,218096,0.0335819,0.010456,364897.png,0.699522,364897.json,8.0
"['3D', 'architecture', 'artdeco', 'art_deco', 'building', 'makerbot', 'streamline']",3.61262,-46.03300094604492,2.42673,14529900.0,2013-02-09T01:49:28,Moderne Complex ,1,,,2.28403,models,1.33877,,24594.7,0.262398,1,1.5708,,6.0,Creative Commons - Attribution - No Derivatives,36.0,0.0795515,3405,3.0,129685.stl,1.00033,3,32.71500015258789,,-46.03300094604492,48275,2,0.16699999570846558,0.114684,0.000492876,10.397,127.894,7.61043,,6.813000202178955,37.1602,buildings-and-structures,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/63/9e/8c/29/85/moderne_complex.stl,5.0,912.622,,15.2118,1,8.0,-0.0010000000474974513,5.99706,2626.76,0.235305,,ibudmen,6808,1.49954,0.372614,129685.png,1.30597,129685.json,9.0
"['cadran_solaire', 'digital', 'digital_clock', 'Invention', 'numerique', 'sundial']",3.8695,81.1240005493164,3.61667,10116800.0,2015-10-13T00:40:37,Digital Sundial ,1,1,,3.14159,art,1.56631,6,51286.4,0.617819,1,1.75802,1,7.0,Creative Commons - Attribution,57.0,,5727,3.0,1764653.stl,1.00006,-900,,,85.57400512695312,1068443,,-18.362001419067383,0.346332,,13.3872,112.959,9.97704,1,-11.300000190734863,47.1062,math-art,8.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/31/01/4a/24/a8/Gnomon_Southern_Half_2_of_2.stl,5.0,218.356,8.00885e-06,18.0914,,9.0,,6.9429,2677.27,1.5708,12,Mojoptix,13254,3.1953,1.17167,1764653.png,1.5708,1764653.json,10.0
['architecture'],3.99315,-65.71170806884766,5.91597,2338750000.0,2015-05-06T09:00:26,Public Building One ,1,1,,3.14159,models,2.05267,57,99756.8,0.513859,1,1.57081,,5.0,Attribution - Non-Commercial - No Derivatives,83.0,0.0738128,12326,3.0,1313553.stl,1.00469,-165,15.998001098632812,,-33.08680725097656,811450,,-23.889429092407227,0.00974109,1.46731e-09,25.0718,389.425,5.9431,1,-22.522432327270508,113.629,buildings-and-structures,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/04/7a/f8/84/c9/RBA_PB1_MIDLEVEL_2.stl,5.0,865.972,1.72734e-06,11.9443,,8.0,15.998001098632812,6.08032,219654.0,1.22177,300,rba,24982,0.530135,0.0365486,1313553.png,1.5708,1313553.json,10.0
"['Gear', 'LulzBot', 'model', 'openscad', 'parametric', 'planetary', 'snapfit', 'transmission']",5.8473,-48.10350036621094,2.84062,62435400000.0,2012-11-17T17:59:46,Automatic Transmission Model ,1,1,,3.14159,learning,1.30345,10,24207.8,0.385014,1,1.5708,1,5.0,Creative Commons - Attribution - Share Alike,68.0,0.174585,2058,3.0,99901.stl,1.00061,-12,,,-47.66640090942383,34778,,27.053800582885742,0.0855162,,16.796,377.712,9.54375,1,35.37030029296875,116.423,engineering,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/36/88/e5/e8/d6/carrier.stl,5.0,367.542,1.78605e-07,28.2004,,7.0,,6.03499,29661200.0,0.534539,23,emmett,4140,2.33276,0.423272,99901.png,1.5708,99901.json,9.0
"['animal', 'automaton', 'bird', 'dolphin', 'featured', 'mech', 'mechanical_gizmo', 'multi-part', 'prairie_dog', 'sea_life', 'toy']",21.6826,-15.0,5.11564,5554.74,2011-10-12T06:54:24,Mechanical Animals ,1,1,6,1.85828,None,3.37887,9,11535.2,0.569414,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,26.0,,264,3.0,39640.stl,1.00913,-2,9.0,,15.0,11980,,-2.999983072280884,1.902,,15.3986,66.6585,17.5307,1,-2.999983072280884,33.645,None,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/d1/6a/ed/2d/18/dolphin_stand.stl,5.0,1012.5,,135.0,,7.0,6.0,6.04545,64.0507,1.5708,36,sconine,532,5.52645,3.32285,39640.png,1.5708,39640.json,8.0
"['box', 'Cards', 'ccg', 'deck', 'gears', 'magic', 'MTG', 'pinion', 'rack', 'springs', 'steampunk']",2.84526,148.3679962158203,8.84254,3421350.0,2012-05-11T01:51:43,Non-warping complex deck box with spring ,1,1,,3.14159,toys-and-games,2.64678,3,7073.33,0.546776,2,1.5708,1,5.0,Creative Commons - Attribution - Share Alike,124.0,1.29061e-06,1217,3.0,70049.stl,1.00114,-26,-0.7999999523162842,,170.36801147460938,22854,,9.948005676269531,0.249608,,30.9222,128.977,7.32334,1,9.948005676269531,92.288,toy-and-game-accessories,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/12/1a/34/72/18/holey_edge.stl,5.0,105.531,0.000356928,12.0553,,8.0,-3.0,6.12818,4702.65,1.5708,7,destroyer2012,2486,2.38461,0.750334,70049.png,1.5708,70049.json,10.0
"['arm', 'bot', 'bot_arm', 'daghizmo', 'eezy', 'me_arm', 'robot', 'robotics', 'Robotic_Arm', 'robot_arm']",0.766299,51.75556945800781,14.6878,31191.2,2015-09-21T23:02:53,EEZYbotARM ,1,1,,2.46498,hobby,5.96946,,1512.67,0.543692,1,1.5708,1,5.0,Creative Commons - Attribution - Non-Commercial,39.0,0.0268915,987,3.0,1628454.stl,1.06793,,3.044999837875366,,52.02574920654297,1015238,,5.618529796600342,0.0834115,,35.2593,358.387,1.02742,1,5.866214752197266,156.759,robotics,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/cd/e9/71/a3/1a/EBA_01.00.013_R01_right_finger.STL,5.0,53.7724,5.66471e-05,1.76669,1,8.0,3.044999837875366,6.0,223.766,1.5708,,daGHIZmo,1974,0.379424,0.203831,1628454.png,1.5708,1628454.json,10.0
"['broadway', 'movie', 'retro', 'text', 'theater', 'Typography', 'vintage']",0.907969,33.85200119018555,18.3944,136870000.0,2015-01-07T10:42:16,Vintage Marquee Letters ,1,1,,3.14159,art,4.96541,31,8745.56,0.530896,1,1.57107,1,5.0,Creative Commons - Attribution - Non-Commercial,106.0,0.0212758,4818,3.0,1005275.stl,1.00001,2,42.784000396728516,,35.1400032043457,624846,,,0.0218886,,63.9184,773.121,0.810622,1,,235.811,signs-and-logos,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/7c/06/9c/f7/46/MarqueeAlphabet_G_fixed.stl,4.0,121.803,1.9978e-06,1.0478,,9.0,26.658000946044922,5.99751,16759.3,1.57072,62,cowkitty,9632,0.298225,0.123123,1005275.png,1.5708,1005275.json,10.0
"['flute', 'music', 'recorder', 'empire_state_building', 'instrument']",5.44301,-11.329686164855957,9.26984,109824000000.0,2011-10-25T11:24:56,Empire State Recorder (instrument) ,,,,3.14159,None,4.51499,4,10739.1,0.424835,1,1.57332,,6.0,Creative Commons - Attribution - Share Alike,29.0,0.0535725,977,2.0,41928.stl,1.05306,-7,0.0614408478140831,6,-8.45620346069336,12904,2,-12.261570930480957,0.887266,1.36762e-06,24.2489,279858.0,5.98728,,-4.13596248626709,1443.18,None,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/69/a8/e6/86/67/empirerecorder-lowerbody.stl,5.0,223.016,,17.588,,8.0,0.0614408478140831,6.05322,90933500.0,0.787601,31,cymon,1973,3.02246,1.65744,41928.png,1.5708,41928.json,8.0
"['chainmail', 'flexible', 'FlexMesh', 'joint', 'mesh', 'metamaterial', 'snap']",0.148792,5.420526504516602,1.86665,23504.6,2014-10-15T04:36:51,FlexMesh 2.1 Snap Together Flexible Chainmail Mesh ,1,1,,2.09432,learning,1.50155,,828.474,0.210652,1,1.47379,1,6.0,Attribution - Non-Commercial - Share Alike,15.0,0.0589484,2786,3.0,894828.stl,1.00754,2,,,5.955999851226807,442571,,3.9100000858306885,0.0241464,0.000137548,3.53416,164.245,0.310418,1,4.497862339019775,16.6374,engineering,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/9a/b3/32/b8/45/FlexMesh2.1RoundDuo.stl,5.0,7.08192,9.93054e-07,0.430461,1,8.0,,5.99569,90.1431,0.157492,,neobobkrause,5568,0.257046,0.0596824,894828.png,0.532913,894828.json,9.0
"['dualstrusion', 'dual_strusion', 'openscad']",40.0742,-12.5,2.16832,286748.0,2012-04-07T12:52:11,Decorated Box ,1,1,,1.5708,household,1.39169,,23082.7,0.785398,1,1.5708,1,6.0,Creative Commons - Attribution,21.0,0.785398,288,3.0,65586.stl,1.03183,,35.0,,12.5,20976,,-25.0,3.95,,4.95163,33.6267,39.5,1,-23.0,13.0879,containers,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/0a/1c/67/01/3c/box_plus_textile_1.stl,5.0,1750.0,0.02765,50.0,1,8.0,35.0,6.0,518.126,1.5708,,pmoews,576,19.355,7.64523,65586.png,1.5708,65586.json,8.0
"['2040', 'Automotive', 'grabcad', 'toy']",1.6069,185.5408935546875,5.19497,1829640000.0,2013-02-08T22:34:23,Trike 2040 ,1,1,,2.83835,toys-and-games,1.87576,,10775.8,0.239183,1,1.39209,1,6.0,Creative Commons - Attribution - Share Alike,25.0,0.0490497,3349,3.0,129988.stl,1.0,-4,32.39274978637695,,185.82090759277344,48418,,50.29615020751953,0.0396281,0.00249229,21.6406,210.205,4.56715,1,51.30704116821289,83.0172,mechanical-toys,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/ea/7a/48/36/a6/Arm_P_Sx.stl,5.0,84.0745,9.96193e-09,11.3324,1,8.0,32.05710983276367,6.00717,300326.0,0.243634,,FCPRS,6706,0.962422,0.212105,129988.png,0.786509,129988.json,9.0
"['3d_printer', 'Bobby', 'car', 'Daniel_Noree', 'openrc', 'radio_controlled', 'RC', 'Showcase', 'TopSolid', 'toy', 'Truggy']",2.00123,2.990000009536743,2.63814,53.1126,2013-01-14T16:44:42,OpenRC 1:10 4WD Truggy Concept RC Car ,1,1,,1.57119,hobby,1.64071,,1180.72,0.551998,1,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,11.0,0.0414718,295,5.0,702406.stl,1.33511,,28.299999237060547,,3.0,42198,,-0.2409999966621399,0.303689,,10.6548,43.742,6.15371,1,,26.6991,rc-vehicles,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/8d/c5/6d/e5/38/Pivot_Shaft.stl,5.5,24.6607,0.0869094,6.15755,1,7.0,2.799999952316284,6.0,10.0779,1.5708,,barspin,590,2.65116,0.997189,702406.png,1.5708,702406.json,7.3
"['custom', 'diy', 'finger_wrench', 'spanner', 'wrench']",0.758772,-1.2477999925613403,2.59957,651455000.0,2015-07-29T19:09:04,Finger Wrench (digit spanner) ,1,1,,3.14159,hobby,1.5686,38,8029.32,0.170064,1,0.708,,6.0,Creative Commons - Attribution - Non-Commercial,20.0,0.0183913,5277,3.0,1496712.stl,1.00324,-14,-5.633800029754639,,-0.6392000317573547,947423,,-13.069600105285645,0.0293551,0.000837157,7.30426,109.32,3.40511,1,-12.777200698852539,52.039,diy,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/b1/85/bf/b4/a8/FingerWrench.stl,6.0,8.10905,1.44285e-06,5.32117,,6.0,-6.063900470733643,6.01592,168509.0,0.135944,200,francfalco,10582,0.461542,0.117772,1496712.png,0.525191,1496712.json,7.0
"['box', 'latch', 'Lock', 'padlock', 'secure']",2.75218,-16.442310333251953,2.20543,175792000.0,2012-06-15T01:08:43,the Addalock ,1,1,,1.57226,household,1.27249,,12164.6,0.273692,3,0.791505,1,6.0,Creative Commons - Attribution,23.0,0.045925,2202,3.0,75283.stl,1.0,-8,12.889419555664062,,-15.942310333251953,24999,,-13.148520469665527,0.569387,0.00543727,5.30086,20.6651,3.79752,1,-12.652939796447754,11.107,organization,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/dd/42/52/61/e4/Box_Lock_Latch_PRINT2.stl,5.0,256.875,0.000912394,7.24785,1,7.0,12.204560279846191,6.0218,67536.1,0.77998,,Mr_MegaTronic,4420,1.7791,0.887156,75283.png,0.789368,75283.json,8.0
"['arms', 'Articulated', 'Ball_and_Socket', 'electronics', 'grabber', 'hook', 'pcb_holder', 'printed_circuit_board', 'Terminals', 'test_clip', 'third_hand']",0.145834,-5.862445831298828,1.56642,4525130000000.0,2015-04-30T13:14:16,PCB Workstation with Articulated Arms ,1,1,3,2.67694,tools,1.23774,,1939.88,0.148983,1,0.561511,1,6.0,Creative Commons - Attribution - Non-Commercial,64.0,0.0551747,6651,3.0,1327299.stl,1.0001,,42.40817642211914,,-5.816830158233643,801279,,-2.230205535888672,0.0235058,0.013902,2.43665,26.6847,0.220552,1,-2.13352632522583,6.50197,,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/29/4a/8a/15/e3/Holder_Microclip.stl,5.0,44.5625,,0.345337,,7.0,42.30046844482422,6.0,628264000.0,0.107068,11,giufini,13302,0.127259,0.0639551,1327299.png,0.336092,1327299.json,8.0
"['add-on', 'arm', 'arms', 'blatt', 'customize', 'dual', 'MakerBotTV', 'replicator', 'replicator_upgrade', 'Todd', 'upgrade']",3.29013,-13.622220039367676,1.4332,15011.9,2012-03-26T18:28:34,Fullsize Makerbot Arms ,1,1,,2.6104,3d-printing,1.26333,,12199.8,0.34302,7,1.5708,1,6.0,Creative Commons - Attribution,11.0,0.151103,1868,3.0,62990.stl,1.01248,14,18.907339096069336,,-8.510817527770996,19840,,23.40546989440918,0.0859088,2.46887e-05,3.07796,23.5334,1.28687,1,24.07840919494629,5.40837,3d-printer-accessories,6.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/b3/48/99/a3/2c/armbase.stl,6.0,555.597,6.2113e-06,12.5461,1,7.0,18.907339096069336,5.95503,32.5698,0.260627,,MakerBot,3708,0.408305,0.113045,62990.png,1.54617,62990.json,7.0
"['botmobile', 'brush', 'brushless', 'Buggy', 'car', 'dune', 'Lipo', 'makerbot', 'motor', 'radio_controlled', 'RC']",0.527629,-5.346599578857422,19.1663,148276000.0,2013-07-08T16:21:26,Botmobile Dune Buggy - 2013 Version ,1,1,,1.5708,hobby,6.13317,,2684.58,0.577975,2,1.5708,1,6.0,Creative Commons - Attribution - Share Alike,15.0,0.0288208,2544,3.0,239191.stl,1.17035,,4.300099849700928,,-4.859950065612793,114784,,-3.766805648803711,0.110269,,47.0271,506.161,1.20947,1,-3.48583984375,163.088,rc-vehicles,7.0,,,https://thingiverse-production-new.s3.amazonaws.com/assets/0b/6c/e3/16/f7/Gears.stl,5.0,5.39068,0.000220203,1.86183,1,8.0,0.00010001659393310547,6.0,70840.2,1.5708,,IdefixRC,5088,0.754003,0.232541,239191.png,1.5708,239191.json,8.0
"['battery', 'CatchTheWind', 'fan', 'gears', 'gravity', 'turbine', 'wind']",12.8478,-122.2863998413086,10.9096,1064390000000000.0,2015-08-02T19:12:40,Wind Energy Stored In Gravity ,1,1,,3.14159,learning,2.94626,2960,518151.0,0.547835,14,1.57089,,6.0,Creative Commons - Attribution - Share Alike,59.0,0.0323966,19218,3.0,1505037.stl,1.0,1262,24.11688995361328,,-117.54878234863281,952564,,5.838193416595459,0.708148,6.15151e-07,90.2837,932.714,25.066,,7.8005781173706055,207.813,engineering,6.0,,1300,https://thingiverse-production-new.s3.amazonaws.com/assets/42/cc/d3/09/22/full_thing.STL,5.0,7016.46,3.20142e-10,47.9966,,8.0,16.516891479492188,6.06577,27262100000.0,1.57079,4975,hyperplanemike,40330,6.04183,2.15919,1505037.png,1.5708,1505037.json,10.0
